corese_name,teacher_name,intended_for,course_info,requirments,category,allow_valenteres,valentieres_age,max_valetires,additional_info
לשבור את השבר 1,יפעת שורר,ג-ד,"מרגישים שאתם מבינים (כמעט) הכל על מספרים שלמים?
 זה הזמן להכיר עולם חדש של מספרים... עולם השברים! 
בדרך יצירתית וחוויתית, נחקור ונגלה: מיהו השבר הפשוט? 
ואיפה אנחנו פוגשים אותו בחיי היום יום?","דרישות מקדימות: שליטה בנושאים שנלמדו בקורס ""כיף כפליים"", 
כולל משמעות הכפל והחילוק, ידיעת לוח הכפל, חיבור וחיסור בתחום הרבבה.

 ציוד: קלמר מלא, מחברת משבצות קטנה או גדולה (אפשר מחברת אחת לכל קורסי החשבון), 
תיקייה לשמירת דפים (אפשר תיקייה אחת לכל הקורסים). 
השתתפות בשעה שבועית.",מתמטיקה,TRUE,ה' ומעלה,2,ילד/ה שהשלימ/ה בהצלחה את הקורס ועם הרבה סבלנות לעזור לאחרים :-)
"עולם המספרים הגדולים 1
(שעתיים שבועיות)","עדי בדר
 טניה אוסטלוב",ג-ד,"""עשר זה מעט, מאה זה יותר, אלף זה הרבה ומיליון זה המון!"" 
(מתוך ""והילד הזה הוא אני"", יהודה אטלס). 
אז לכם ולכן שכבר שולטים בעשרות, מאות ואלפים, ברוכים הבאים לעולם המספרים הגדולים! 
בקורס נכיר ונחקור מספרים בתחום המיליון (ואף יותר!) ו""נשתדרג"" ב-4 פעולות החשבון.","דרישות מקדימות: שליטה בנושאים שנלמדו בקורס ""כיף כפליים"", כולל הכרות עם מספרים גדולים (באלפים) ו-4 פעולות חשבון. 

 ציוד: קלמר מלא, מחברת משבצות קטנה או גדולה (אפשר מחברת אחת לכל קורסי החשבון), 
תיקייה לשמירת דפים (אפשר תיקייה אחת לכל הקורסים). 
השתתפות בשעתיים שבועיות הכרחית.",מתמטיקה,TRUE,ה' ומעלה,2,ילד/ה שהשלימ/ה בהצלחה את הקורס ועם הרבה סבלנות לעזור לאחרים :-)
צורות הפלא 1,עדי בדר,ילדי וילדות  ד',"בואו נצא למסע הכרות עם העולם המופלא של הצורות... 
נרכיב, נסרטט, נקפל, נבנה, נצלם ונחקור את הסביבה. 
נפתח את הראייה החזותית במישור ונכיר מושגי יסוד בגאומטריה.","קלמר מלא בכל טוב! (סרגל, מספריים, דבק סטיק וצבעים),
מחברת משבצות קטנה או גדולה (אפשר מחברת אחת לכל קורסי החשבון), תיקייה לשמירת דפים (אפשר תיקייה אחת לכל הקורסים). 
השתתפות בשעה שבועית. מיועד לילדי ד'.",מתמטיקה,TRUE,ה' ומעלה,2,ילד/ה שהשלימ/ה בהצלחה את הקורס ועם הרבה סבלנות לעזור לאחרים :-)
שעת כושר ואושר,ליהי אשר אברהם,ג-ד,"אימון גופני מותאם במיוחד לילדי וילדות כיתות ג'–ד'.
בשילוב תנועה, משחקים, אתגרים כיפיים ושיח על גוף בריא ואורח חיים שמח. 
נמתח, נתחזק, נשתף פעולה  ונלמד איך לשמור על הגוף והמצב-רוח, מתוך שמחה, חופש ובחירה. 
תנועה לגוף – ואושר לנשמה! 
מעבר לפעילות הגופנית החווייתית, הידע יוצג בצורה ברורה וקלילה: תזונה נכונה, חשיבות השינה, דימוי גוף חיובי ומודעות גופנית. אעניק לילדים כלים מעשיים ליישום שיפור אורח החיים שלהם, נחזק את הביטחון העצמי ונטפח הבנה עמוקה של הקשר בין תנועה, בריאות ואושר.","ביגוד ונעלי ספורט, בקבוק מים",תנועה,FALSE,,,
ספורט ג-ד מיקו,מיקו,ג-ד,"ספורט עם מיקו , לשיפור היכולות הספורטיביות המתאימות לגילאים האלו , נשפר את היכולות האירוביות שלנו , נתחזק , נעבוד על גמישות מהירות וקאורדינציה.
שני שיעורים בשבוע 
חובה להגיע עם בגדי ספורט 
השיעור כולל כושר גופני ומשחקי כדור",ביגוד ספורט ונעלי ספורט,חינוך גופני,TRUE,ה ומעלה,2,אופי ספורטיבי
המקהלה הדמוקרטית,לימור עזריה,ילדי וילדות ג-ד,"המקהלה הדמוקרטית, שמחה לקבל אל שורותיה, את
כל מי שאהבת המוזיקה והשירה שוכנת בליבו וליבה. 
אז מה נעשה? ננוע במרחב, נשיר יחד וגם לבד (סולו)
שירים ידועים ומקוריים, נלמד לשיר ב""קנון"", 
נחבור לעיתים למקהלה הצעירה והבוגרת איתם נתמוך
בפרוייקטים ובטקסי בית הספר. 
נלמד יסודות בפיתוח קול, שירי סולפז', שירי חגים, תיגוף (תיפוף על גוף) 
נצפה ונאזין למקהלות מהארץ ומהעולם.","קלסר ובו 10 שמרדפים, 
קלמר, 
ואהבת השירה!",מוזיקה,TRUE,ו' ומעלה,2,עזרה באירגון  גם  בחזרות ובמופעים
ספורט ג-ד אושרי,אושרי ,ג-ד,"

⸻



בשיעורי החינוך הגופני לתלמידי כיתות ג’-ד’ נשים דגש על פיתוח מיומנויות גופניות מגוונות – קואורדינציה, שיווי משקל, זריזות, גמישות, כוח וסבולת – תוך כדי משחק, תנועה ואתגר.
הפעילות תתבצע באווירה חווייתית המעודדת בחירה, שיתוף פעולה, ניסוי וטעייה, והקשבה לגוף.
נשלב משחקים קבוצתיים ותחרותיים, מסלולי כושר, תרגול עם אביזרים, תרגילי קואורדינציה, משימות שיתופיות ופעילויות תנועה חופשית.
נדגיש מיומנויות חברתיות כמו עבודת צוות.","נעלי ספורט, בגדי ספורט, בקבוק מים .",חינוך גופני,TRUE,ו ומעלה,2,
אומנות,אסף רופא,ג-ד,"מהיכן מגיעים הרעיונות לציור מעניין מה הדרך ליצור תחושה של תלת מימד ונפח בציור. מהם צבעים חמים, קרים, משלימים. כיצד מציירים בצבעי מים. כיצד רושמים נוף, פנים, טבע דומם. נראה ביחד עבודות של אמנים מכל תרבויות העולם ונגלה ביחד את עולם האומנות שכה חשוב לנפש האדם.",הגעה בקביעות לכל השיעורים ,אומנות,TRUE,,,
היה היה,אילנה אפלרויט,ג-ד,"בשיעור נאזין ביחד לפודקאסט המופלא של ""כאן 11"", היסטוריה לילדים. כל מספר שיעורים נחקור נושא היסטורי חדש ובעקבותיו נעשה פעיליות שונות. ",נוכחות רציפה והשתתפות פעילה בשיעור.,העשרה,FALSE,,,
שעת סיפור,אילנה אפלרויט,ג-ד,הקשבה משותפת לסיפור,קלמר,העשרה,FALSE,,,
נגרות,אילנה אפלרויט,א-ד,"השיעור הינו הזדמנות ליצירה חופשית בעזרת כלים וחומרים בנגריה. נלמד לעבוד עם הכלים השונים, נכיר מגוון חומרים, נלמד שיטות עבודה בסיסיות בנגרות ושמירה על כללי הבטיחות.",,מלאכות חוץ וחצר,TRUE,ה-יב,2,ניסיון בשימוש בכלי עבודה.גישה חיובית וסבלנות לילדים צעירים.
"תיכנות ג-ד
שנה א",נדב ליננברג,ג-ד,"הקורס מהווה התנסות בעולם התכנות. 
בקורס נשחק משחקים קצרים מסקרנים ומהנים על המחשב אשר יחשפו אותנו ויאפשרו תרגול של עקרונות בסיסיים בתכנות 
- יצירת סדר של פעולות בסיסיות ופשוטות כדי לפתור משימה גדולה (מה שלפעמים מכונה אלגוריתם), 
ומנגד - הבנה של משימה גדולה מתוך סדרה של פעולות בסיסיות ופשוטות, היכולת להבין ולתקן סדרה כזו. 
לאורך הקורס (בהתאם לקצב הקבוצה) נתנסה ב-לולאות, התניות, משתנים ופונקציות. 
הקורס מבוסס על מסלול למידה באתר   code.org
בחלק השני של השנה נעבור לעולם של יצירת משחקים בעולם תלת-מימד.  

","דרישות: הקורס (שנה א) מתאים למי שלא למדו תכנות בשנה שעברה,
וגם לאלו שלמדו בשנה שעברה, 
אבל יחזור על התכנים בקצב דומה.",טכנולוגיה,FALSE,,,
"תכנות ג-ד 
שנה ב",נדב ליננברג,ג-ד,"
הקורס מהווה התנסות בעולם התכנות. 
בקורס נשחק משחקים קצרים מסקרנים ומהנים על המחשב אשר יחשפו אותנו ויאפשרו תרגול של עקרונות בסיסיים בתכנות 
- יצירת סדר של פעולות בסיסיות ופשוטות כדי לפתור משימה גדולה (מה שלפעמים מכונה אלגוריתם), 
ומנגד - הבנה של משימה גדולה מתוך סדרה של פעולות בסיסיות ופשוטות, היכולת להבין ולתקן סדרה כזו. 
לאורך הקורס (בהתאם לקצב הקבוצה) נתנסה ב-לולאות, התניות, משתנים ופונקציות. 
הקורס מבוסס על מסלול למידה באתר   code.org
בחלק השני של השנה נעבור לעולם של יצירת משחקים בעולם תלת-מימד.","דרישות: הקורס (שנה ב) יחזור על חלק מהתכנים של שנה שעברה, 
אבל קצב ההתקדמות יהיה יותר מהיר 
(מיועד בעיקר לאלו שלמדו בשנה שעברה,
 אבל גם תלמידים חדשים רשאים להצטרף).",טכנולוגיה,FALSE,,,
שעשועי מדע,בנימין נורי,ג-ד,"נצא למסע סקרן ומלא חוויות בעולם המדע!
נגלגל כדורים ונבדוק מי מגיע ראשון, נגלה איך מגנטים נמשכים (או דווקא דוחים),                                                                                                                                                                                                                                                                נבנה שעון שמש קטן, ניצור קשת צבעים,                                                                                                                                                                                        ונחקור איך כדור הארץ זז ומשתנה.
בכל שיעור מחכה לכם ניסוי, חידה או משחק שיגלו לכם סוד חדש על העולם –                                                                                                                                        וכל זה בדרך כיפית, יצירתית ומלאת הפתעות.
בואו לטעום את הקסם שבמדע 
",קלמר מחברת וסרגל.  משך השיעור שעתיים.,מדעים,FALSE,,,
"מועדון שחמט
",חן ארד,א-יב,"המועדון פועל כמרכז רב גילאי אליו מוזמנים.ות בשמחה כל אלו שהמשחק מעניין מרגש ומסקרן אותם.ן
גם ילדים.ות שאינם יודעים לשחק עדיין מוזמנים להגיע, לצפות, ללמוד מחברים וליהנות.
מועדון השחמט הוקם בעקבות טורניר שח שהוכיח כמה השחמט הינו משחק ותיק ועם זאת עדיין מרגש ומרתק ילדים רבים. הטורניר פרי יוזמתו של תלמיד בכיתה ו, סחף אחריו עשרות משתתפים בגילאים שונים. איזה כיף :)
","סקרנות, ושמירה על כללי המרחב :)",שח מט,TRUE,ט ומעלה,2,אחריות ובקיאות בכללי המשחק
מרחב שפה ,אירית גילר סיגל דרור,ג-ד,"השנה ייפתח מרחב שפתי לילדי היסודי ברוח הגישה המונטסורית.
המרחב יאפשר לכל תלמיד ותלמידה לקדם מיומנויות שפתיות בקצב אישי, 
תוך עבודה בקבוצות קטנות. 
הדגש יהיה על פיתוח לומד עצמאי, סקרן ובעל מוטיבציה פנימית.
הלמידה תתקיים סביב נושאים תקופתיים, מתוך חיבור לעולמם של הילדים.
המורות במרחב יעניקו מענה מותאם אישי ויעקבו אחר ההתקדמות 
והבחירות של כל תלמיד ותלמידה.","נדרשת נוכחות קבועה בכל ארבעת השעות השבועיות 
ושמירה על כללי הקורס.         
ציוד נדרש-
שתי מחברות שורה אחת A4, 
קלמר ובו טושים, עפרונות, מחדד, מחק, עט פיילוט שחור, 
מדגשים (צהוב, ירוק, תכלת) ותיק מהנדס (לוח קשיח)פלסטיק עם שם. ",עברית,FALSE,,,
"מפלצות
(שעתיים ברצף)",חן ארד,ג-ד,"
מהי מפלצת?
את מי היא מפחידה ולמה?
בקורס זה נפגוש מפלצות שונות ומשונות.        
נלמד מהיכן הגיעו ומדוע,   
ננסה לדמיין כיצד הן מתנהגות ואיך הן נראות.
ניצור בהשראתן ונמציא גם מפלצות משלנו.
בדרך נכיר תרבויות חדשות, מדינות רחוקות ומיתולוגיות עתיקות.
כל שיעור יארך שעתיים ויכלול, סיפור, דיון וסדנא.



","קורס לאמיצים/ות בלבד!
סקרנות  ודמיון, 
מחברת חלקה וקלמר מלא.
(בהמשך נחליט במה הוא יתמלא)...
שעתיים רצופות חובה

",העשרה,FALSE,,,
צייר לי כבשה,חן ארד,"ילדי וילדות ג-ד
למי שאוהב.ת ספרים, ציורים וחלומות
","מה יותר חשוב בספר, הציור או הסיפור?
ואיך מציירים שיר?
האם איור הוא רק ציור?
 ומי זה ד""ר סוס? אולי בכלל הוא חתול??
בקורס נלמד להסביר בתמונות, 
לתאר בצבעים, לשיר עם מספריים 
ובעיקר להפליג על כנפי הדמיון.
","יצירתיות ודמיון
נוכחות והשתתפות פעילה במפגשים.
ביצוע מטלות הבית והכיתה.
מחברת ציור גדולה חלקה
קלמר מלא כל טוב.
",העשרה,FALSE,,,
אוריגמטריה,חן ארד,ילדי וילדות כיתה ג,"לימודי גיאומטריה באמצעות אוריגמי.
בקורס ניצור דגמים שונים בעזרת קיפולי נייר. 
בתהליך הקיפול נחקור ונעמיק בהבנת מושגי יסוד מתחום הגאומטריה, 
כגון מצולעים, ,זוויו, סימטריה העוד.","נוכחות והשתתפות פעילה במפגשים.
ביצוע מטלות בכיתה.
מחברת משובצת, דבק סטיק, סרגל ומספריים, 
כלי כתיבה, מחק וצבעים.",מתמטיקה,FALSE,,,
"רובוטיקיד
(שעתיים שבועיות)",עדי בדר,ג-ד,נפעיל את הדמיון ואת היצירתיות בבנייה של מודלים מערכות לגו של רובוטיקה לצעירים. נוכל לתכנת רובוטים פשוטים עם מנועים וחיישנים וללמוד דרכם עקרונות בסיסיים במדעים והנדסה.,"משמעת עצמית, נכונות לשתף פעולה בעבודה קבוצתית עם ילדים וילדות אחרים. הקורס הוא למחצית אחת (הילדים/ות מתחלפים/ות באמצע השנה).

שעתיים רצופות",טכנולוגיה,FALSE,,,
מחול,אורטל,,"קורס המחול לתלמידי ג-ד. במהלך המפגשים נכיר מושגים וסגנונות שונים מעולם המחול, נתנסה ביצירה ובאלתור ונלמד על תפקידים שונים בעולם המחול ועל מחול כמקצוע. נפתח מודעות תנועתית ונחווה יצירה משותפת ומהנה. במהלך הקורס נצא למסע מרתק ותנועתי, נרקוד, נצחק, נתרגש ונלמד יחד תנועה.","להגיע במכנסיים נוחים, לא ג׳ינס, מחברת וכלי כתיבה",תנועה,TRUE,1,,
משחקי תיאטרון,שושי,,,,,FALSE,,,
תיאטרון הצגה,שושי,,,,,FALSE,,,
סלט פירות,צוות גד,ג-ד,מפגשים חברתיים,המפגשים יערכו עפי שכבות גיל.   ג בנפרד ד בנפרד.,,FALSE,,,
